Ticker,Date/Time,Open,High,Low,Close,Volume
CCL,7/31/2015,3.81,3.90,3.43,3.62,1882020.00
CCL,8/31/2015,3.62,3.71,2.76,2.86,1847130.00
CCL,9/30/2015,2.86,3.05,2.67,2.86,1332790.00
CCL,10/30/2015,2.76,3.24,2.67,2.95,2288570.00
CCL,11/30/2015,2.95,3.20,2.76,3.20,3174560.00
CCL,12/31/2015,3.20,3.60,2.80,3.00,4028540.00
CCL,1/29/2016,2.80,3.00,2.40,2.80,1842480.00
CCL,2/29/2016,2.80,3.10,2.50,3.10,2081180.00
CCL,3/31/2016,3.00,4.70,3.00,4.20,11849890.00
CCL,4/29/2016,4.10,4.30,3.50,3.70,6288100.00
CCL,5/31/2016,3.70,4.30,3.30,4.10,3979710.00
CCL,6/30/2016,4.10,4.60,3.40,3.90,6828390.00
CCL,7/29/2016,3.90,3.90,3.40,3.50,1866800.00
CCL,8/31/2016,3.40,3.50,3.00,3.20,1370630.00
CCL,9/30/2016,3.20,3.20,2.49,2.85,1640620.00
CCL,10/31/2016,2.88,3.35,2.60,2.97,1501630.00
CCL,11/30/2016,2.94,3.20,2.68,2.90,1329460.00
CCL,12/30/2016,2.95,2.97,2.61,2.81,1047100.00
CCL,1/25/2017,2.71,2.95,2.67,2.80,292410.00
CCL,2/28/2017,2.95,3.06,2.70,2.85,2231060.00
CCL,3/31/2017,2.85,2.99,2.76,2.84,1711780.00
CCL,4/28/2017,2.74,2.89,2.61,2.74,873180.00
CCL,5/31/2017,2.75,3.31,2.70,3.11,5487460.00
CCL,6/30/2017,3.13,6.99,3.00,6.99,15324780.00
CCL,7/31/2017,7.00,9.11,4.13,4.20,20127390.00
CCL,8/31/2017,4.08,6.31,3.99,4.94,14682080.00
CCL,9/29/2017,5.07,5.58,4.44,4.52,15847000.00
CCL,10/31/2017,4.52,4.70,3.50,3.73,16159940.00
CCL,11/30/2017,3.70,3.98,3.23,3.82,5553850.00
CCL,12/29/2017,3.88,5.00,3.65,4.01,8125530.00
CCL,1/31/2018,3.93,4.57,3.92,4.15,5047210.00
CCL,2/28/2018,4.02,4.45,3.59,4.36,1938950.00
CCL,3/30/2018,4.37,5.05,4.10,4.20,6415620.00
CCL,4/27/2018,4.35,4.68,3.63,3.92,6097150.00
CCL,5/31/2018,3.85,4.10,3.37,3.55,2326600.00
CCL,6/29/2018,3.55,3.91,3.45,3.67,1995240.00
CCL,7/31/2018,3.60,4.32,3.04,3.65,3941480.00
CCL,8/31/2018,3.65,3.89,3.30,3.33,1945590.00
CCL,9/28/2018,3.33,3.78,3.25,3.47,3212040.00
CCL,10/31/2018,3.45,3.72,3.00,3.29,4456420.00
CCL,11/30/2018,3.29,3.42,3.07,3.12,2200760.00
CCL,12/21/2018,3.25,3.26,3.06,3.13,1604830.00
CCV,2/24/2017,8.20,8.20,7.13,7.13,200.00
CCV,10/31/2017,7.10,7.10,7.10,7.10,100.00
CCV,12/29/2017,8.10,23.90,8.10,23.90,3530.00
CCV,1/3/2018,27.10,30.10,27.10,30.10,200.00
CCV,2/28/2018,34.60,34.60,34.60,34.60,2500.00
CCV,3/26/2018,33.00,35.00,33.00,35.00,15717.00
CCV,4/30/2018,37.00,37.00,37.00,37.00,5000.00
CCV,11/30/2018,33.00,33.00,33.00,33.00,7300.00
CDG,9/30/2017,9.06,9.06,9.06,9.06,3000.00
CDG,1/23/2018,12.63,14.46,12.63,14.46,300.00
CDG,3/27/2018,13.50,13.50,13.50,13.50,2000.00
CDG,4/24/2018,13.50,13.60,13.50,13.50,4960.00
CDG,5/31/2018,13.50,13.50,13.50,13.50,3400.00
CDG,6/22/2018,15.52,15.53,13.50,13.50,14200.00
CDG,7/13/2018,14.00,14.00,14.00,14.00,12000.00
CDG,10/29/2018,15.00,15.00,15.00,15.00,200.00
CCR,9/28/2015,13.80,15.84,13.51,13.51,900.00
CCR,10/30/2015,11.57,11.57,11.57,11.57,2000.00
CCR,11/18/2015,10.20,11.66,8.46,8.46,1400.00
CCR,12/31/2015,9.72,9.72,9.72,9.72,200.00
CCR,3/31/2016,10.20,10.21,10.20,10.21,500.00
CCR,4/7/2016,8.75,11.47,8.75,11.47,700.00
CCR,5/26/2016,11.57,11.57,11.47,11.47,400.00
CCR,6/30/2016,10.78,10.78,10.78,10.78,200.00
CCR,7/26/2016,10.78,10.78,10.78,10.78,1500.00
CCR,9/30/2016,14.70,14.70,14.70,14.70,100.00
CCR,3/31/2017,20.58,20.59,20.58,20.59,100.00
CCR,4/25/2017,28.82,33.13,28.82,33.13,200.00
CCR,6/30/2017,46.35,46.35,46.35,46.35,100.00
CCR,7/31/2017,64.89,64.89,64.89,64.89,100.00
CCR,8/31/2017,38.95,38.95,33.13,33.13,200.00
CCR,9/29/2017,28.20,28.20,17.45,18.44,3300.00
CCR,11/30/2017,17.75,17.75,17.75,17.75,100.00
CCR,12/31/2017,17.75,17.75,17.75,17.75,100.00
CCR,6/30/2018,24.90,24.90,24.90,24.90,100.00
CCR,7/31/2018,34.80,34.80,34.80,34.80,100.00
CCR,11/22/2018,20.90,20.90,17.80,17.80,900.00
CDH,3/7/2018,5.58,5.58,4.82,4.83,2600.00
CDH,5/15/2018,5.68,5.87,5.68,5.87,3200.00
CDH,6/30/2018,6.00,6.00,6.00,6.00,1300.00
CDP,7/31/2018,18.34,18.34,12.97,12.04,38500.00
CDP,8/24/2018,13.80,14.54,11.85,12.50,16806.00
CDP,9/27/2018,13.80,15.65,12.04,12.04,3800.00
CDP,10/31/2018,10.65,12.78,10.19,11.95,10900.00
CDP,11/27/2018,13.61,15.56,11.02,14.17,910.00
CDP,12/20/2018,12.13,13.80,10.65,12.80,2189.00
CDO,3/31/2015,12.30,14.97,12.30,13.67,14364030.00
CDO,4/27/2015,13.39,15.44,13.39,14.69,18967570.00
CDO,5/29/2015,14.69,14.76,11.62,13.67,14289360.00
CDO,6/30/2015,13.80,16.81,13.33,14.56,23126590.00
CDO,7/31/2015,14.56,15.92,13.32,13.53,18330230.00
CDO,8/31/2015,13.46,14.15,13.32,14.01,17507610.00
CDO,9/30/2015,14.01,14.35,13.33,14.15,17426360.00
CDO,10/30/2015,14.15,17.08,14.08,16.88,24223010.00
CDO,11/30/2015,16.88,17.50,16.74,17.29,22251010.00
CDO,12/31/2015,17.29,17.97,17.15,17.91,28582750.00
CDO,1/29/2016,17.91,18.38,17.77,18.32,27517510.00
CDO,2/29/2016,18.31,19.20,18.18,19.14,23356840.00
CDO,3/31/2016,19.13,20.09,19.00,19.82,30195770.00
CDO,4/29/2016,19.82,20.23,19.68,20.09,21730500.00
CDO,5/31/2016,20.09,21.05,19.96,20.98,19769470.00
CDO,6/30/2016,20.98,22.14,20.91,22.07,22734200.00
CDO,7/29/2016,22.07,22.55,21.73,22.42,23934530.00
CDO,8/31/2016,22.42,22.82,22.14,22.76,25611100.00
CDO,9/30/2016,22.75,33.10,22.62,33.00,19272880.00
CDO,10/31/2016,32.90,33.65,32.00,33.60,14864130.00
CDO,11/30/2016,33.60,37.30,33.45,37.20,14968910.00
CDO,12/30/2016,37.00,37.80,9.04,9.04,2801010.00
CDO,1/25/2017,8.41,8.41,2.88,3.53,11117500.00
CDO,2/28/2017,3.77,7.37,3.54,4.62,33535570.00
CDO,3/31/2017,4.55,5.19,4.25,4.27,13259120.00
CDO,4/28/2017,4.27,4.28,3.15,3.15,8712190.00
CDO,5/31/2017,3.05,3.87,3.03,3.43,10595780.00
CDO,6/30/2017,3.40,3.85,3.34,3.46,9137730.00
CDO,7/31/2017,3.47,4.51,3.46,3.71,19438620.00
CDO,8/31/2017,3.71,4.39,3.65,3.77,12210080.00
CDO,9/29/2017,3.79,4.14,3.60,3.60,8782730.00
CDO,10/31/2017,3.60,3.64,2.75,2.77,6352890.00
CDO,11/30/2017,2.77,3.09,2.48,2.83,3759390.00
CDO,12/29/2017,2.78,2.91,2.16,2.18,9347390.00
CDO,1/31/2018,2.16,2.21,1.75,1.77,5930690.00
CDO,2/28/2018,1.80,1.80,1.13,1.59,3552050.00
CDO,3/30/2018,1.67,1.84,1.34,1.41,2806030.00
CDO,4/27/2018,1.41,1.41,1.15,1.20,850710.00
CDO,5/31/2018,1.17,1.30,0.95,0.95,1156540.00
CDO,10/31/2018,1.20,1.70,1.10,1.20,4812014.00
CDO,11/30/2018,1.10,1.20,1.00,1.10,1342992.00
CDO,12/21/2018,1.10,1.10,0.90,1.00,1532048.00
CDR,11/30/2018,6.90,6.90,6.90,6.90,50500.00
CE1,7/31/2017,12.13,12.13,12.13,12.13,13000.00
CE1,1/31/2018,9.10,9.10,9.10,9.10,200.00
CE1,2/28/2018,9.10,9.10,7.97,7.97,3100.00
CE1,3/28/2018,6.93,6.93,6.50,6.50,200.00
CDC,1/31/2013,3.64,4.29,3.51,3.90,633850.00
CDC,2/28/2013,3.64,4.42,3.57,3.86,260770.00
CDC,3/29/2013,3.86,3.93,3.28,3.50,229910.00
CDC,4/26/2013,3.50,3.57,2.86,2.93,232290.00
CDC,5/31/2013,2.86,3.57,2.86,3.57,363200.00
CDC,6/28/2013,3.50,4.07,3.14,3.36,1054430.00
CDC,7/31/2013,3.28,3.43,2.93,2.93,139860.00
CDC,8/30/2013,3.00,3.21,2.57,2.78,218830.00
CDC,9/30/2013,2.71,2.93,2.50,2.86,139140.00
CDC,10/31/2013,2.86,3.28,2.78,3.21,202860.00
CDC,11/29/2013,3.00,4.43,3.00,4.36,596900.00
CDC,12/31/2013,4.14,4.50,3.57,3.93,886890.00
CDC,1/27/2014,3.93,4.07,3.57,3.78,154680.00
CDC,2/28/2014,3.93,5.00,3.78,4.50,1039840.00
CDC,3/31/2014,4.36,8.07,4.14,6.93,4316990.00
CDC,4/29/2014,6.78,6.93,5.00,5.14,1792060.00
CDC,5/30/2014,5.28,5.28,3.64,4.43,1873760.00
CDC,6/30/2014,4.36,4.86,4.14,4.64,1834570.00
CDC,7/31/2014,4.64,5.14,4.43,4.50,1836010.00
CDC,8/29/2014,4.50,5.64,4.43,5.50,2607850.00
CDC,9/30/2014,5.71,7.93,5.07,7.93,5974110.00
CDC,10/31/2014,7.93,9.28,6.67,7.35,4878550.00
CDC,11/28/2014,7.65,8.47,7.12,7.65,2215400.00
CDC,12/31/2014,7.65,7.72,6.45,6.97,679930.00
CDC,1/30/2015,7.12,7.42,6.82,7.05,460840.00
CDC,2/27/2015,7.12,7.20,6.37,7.12,49270.00
CDC,3/31/2015,6.97,7.27,6.45,6.52,551970.00
CDC,4/27/2015,6.45,7.12,6.22,6.82,372140.00
CDC,5/29/2015,6.82,7.30,6.03,7.14,399480.00
CDC,6/30/2015,7.22,7.86,6.67,7.07,730480.00
CDC,7/31/2015,6.83,7.06,5.79,6.35,1385340.00
CDC,8/31/2015,6.43,6.75,5.32,5.56,871600.00
CDC,9/30/2015,5.72,6.59,5.32,6.19,816500.00
CDC,10/30/2015,6.19,6.59,5.95,6.43,886520.00
CDC,11/30/2015,6.43,6.51,5.79,5.95,516910.00
CDC,12/31/2015,6.11,6.27,5.79,6.27,318560.00
CDC,1/29/2016,6.11,6.27,5.56,6.11,684960.00
CDC,2/29/2016,6.11,7.14,6.03,6.99,277380.00
CDC,3/31/2016,6.75,8.57,6.43,7.94,956290.00
CDC,4/29/2016,7.94,8.49,7.14,7.78,437020.00
CDC,5/31/2016,7.62,8.65,7.54,8.18,658190.00
CDC,6/30/2016,8.26,8.57,7.54,7.94,439340.00
CDC,7/29/2016,7.94,11.35,7.94,10.80,2351920.00
CDC,8/31/2016,10.80,11.39,9.42,10.62,1830420.00
CDC,9/30/2016,10.53,11.13,10.10,10.66,1136040.00
CDC,10/31/2016,10.62,11.47,9.25,9.68,1549770.00
CDC,11/30/2016,9.59,10.10,9.38,9.85,340620.00
CDC,12/30/2016,9.85,11.47,9.85,10.79,468670.00
CDC,1/25/2017,10.53,11.30,10.45,10.92,428810.00
CDC,2/28/2017,10.53,11.82,10.45,11.65,709540.00
CDC,3/31/2017,11.65,12.12,11.13,11.77,454000.00
CDC,4/28/2017,11.47,12.63,11.47,12.16,208810.00
CDC,5/31/2017,11.73,13.70,11.13,12.07,676910.00
CDC,6/30/2017,12.76,13.23,12.12,13.23,181040.00
CDC,7/31/2017,13.23,15.20,12.84,13.96,169350.00
CDC,8/31/2017,13.70,14.99,13.70,14.56,241970.00
CDC,9/29/2017,14.56,16.31,14.56,15.40,185960.00
CDC,10/31/2017,15.04,15.77,14.23,15.27,197090.00
CDC,11/29/2017,15.04,15.86,14.27,15.22,293080.00
CDC,12/29/2017,14.68,15.77,14.50,14.86,224570.00
CDC,1/31/2018,14.95,15.85,14.86,15.63,37210.00
CDC,2/28/2018,15.22,15.95,14.36,15.49,66380.00
CDC,3/30/2018,15.40,17.76,15.40,16.58,174170.00
CDC,4/27/2018,16.76,16.76,14.68,15.40,45000.00
CDC,5/31/2018,15.22,17.40,14.68,16.58,66030.00
CDC,6/27/2018,17.35,17.50,15.49,17.30,102150.00
CDC,7/31/2018,16.80,17.65,16.00,16.85,71310.00
CDC,8/31/2018,16.80,17.75,13.55,16.00,31480.00
CDC,9/27/2018,16.30,17.30,15.20,16.50,14820.00
CDC,10/31/2018,17.10,18.25,15.60,16.50,20720.00
CDC,11/30/2018,15.90,15.90,13.10,14.50,4840.00
CDC,12/21/2018,14.60,16.60,14.60,15.60,23540.00
CEC,12/29/2014,2.30,2.30,2.07,2.07,2600.00
CEC,8/31/2015,2.07,2.07,2.07,2.07,100.00
CEC,12/31/2015,2.86,2.86,2.86,2.86,100.00
CEC,1/31/2016,3.28,3.28,3.28,3.28,100.00
CEC,2/29/2016,3.77,21.82,3.77,18.84,18420.00
CEC,3/28/2016,21.63,27.35,19.14,19.45,12380.00
CEC,4/27/2016,19.44,19.45,12.03,19.45,5545.00
CEC,5/30/2016,16.71,18.23,14.16,18.23,1200.00
CEC,6/24/2016,18.23,18.84,13.79,13.79,8600.00
CEC,7/29/2016,11.79,23.05,11.79,17.04,5700.00
CEC,8/31/2016,17.68,18.33,11.30,14.26,22500.00
CEC,9/26/2016,14.35,16.76,12.31,14.07,2600.00
CEC,10/19/2016,14.07,14.44,14.07,14.44,1800.00
CEC,11/22/2016,14.63,14.81,12.68,14.63,2300.00
CEC,12/30/2016,15.00,18.61,13.70,18.15,561100.00
CEC,2/24/2017,16.48,17.22,15.74,17.22,4800.00
CEC,3/31/2017,15.74,15.74,15.74,15.74,3600.00
CEC,4/18/2017,11.11,11.11,11.11,11.11,2100.00
CEC,5/24/2017,12.78,14.63,12.78,14.63,200.00
CEC,6/30/2017,12.50,12.50,12.50,12.50,100.00
CEC,8/31/2017,12.80,12.80,12.80,12.80,2000.00
CEC,9/30/2017,13.20,13.20,12.80,12.80,1200.00
CEC,10/13/2017,11.30,12.90,11.30,12.90,3554.00
CEC,11/30/2017,12.50,12.50,12.50,12.50,2000.00
CEC,12/8/2017,12.50,12.50,12.50,12.50,2800.00
CEC,1/31/2018,10.70,10.70,10.70,10.70,100.00
CEC,2/26/2018,9.10,9.10,7.80,7.80,200.00
CEC,4/20/2018,6.70,7.70,5.50,7.30,700.00
CEC,5/24/2018,5.50,6.30,4.00,4.10,800.00
CEC,6/29/2018,4.70,5.90,4.50,5.90,51100.00
CEC,7/31/2018,6.00,8.00,4.70,6.20,2200.00
CEC,8/31/2018,5.30,15.00,5.30,15.00,119100.00
CEC,9/21/2018,14.90,14.90,14.90,14.90,445.00
CEC,10/22/2018,15.00,17.00,15.00,15.00,33090.00
CEC,11/26/2018,15.00,15.00,10.50,14.60,6300.00
CEC,12/18/2018,15.00,15.00,15.00,15.00,26085.00
CEG,6/16/2017,13.66,13.66,13.66,13.66,7000.00
CEG,8/31/2017,13.66,13.66,13.66,13.66,1500.00
CEG,9/30/2017,13.85,13.85,13.85,13.85,800.00
CEG,11/8/2017,9.69,11.14,9.69,11.14,200.00
CEG,12/31/2017,11.14,11.14,11.14,11.14,100.00
CEG,2/28/2018,11.14,11.14,10.17,10.17,13100.00
CEG,3/26/2018,10.17,10.17,8.91,9.49,24270.00
CEG,6/30/2018,7.75,7.75,7.75,7.75,100.00
CEG,11/28/2018,7.80,7.80,7.80,7.80,200.00
CEN,6/29/2018,14.46,30.21,14.46,30.21,5700.00
CEN,7/31/2018,34.69,91.32,34.69,89.72,21500.00
CEN,8/31/2018,103.08,208.10,102.98,112.40,301000.00
CEN,9/28/2018,114.20,120.00,50.40,53.50,936245.00
CEN,10/31/2018,56.50,60.00,25.90,26.00,2202101.00
CEN,11/30/2018,26.00,27.80,14.00,15.40,1739826.00
CEN,12/21/2018,15.80,17.00,13.70,14.00,471147.00
CEE,5/31/2017,25.69,32.65,23.67,24.39,20635040.00
CEE,6/30/2017,24.87,26.32,23.53,25.55,9621420.00
CEE,7/31/2017,25.35,25.64,22.28,23.39,3571540.00
CEE,8/31/2017,23.43,25.93,22.57,25.45,3529330.00
CEE,9/29/2017,25.45,25.83,23.00,24.50,1907840.00
CEE,10/31/2017,24.80,25.00,22.50,23.35,1259210.00
CEE,11/30/2017,23.30,26.20,22.40,25.65,4580630.00
CEE,12/29/2017,25.65,26.00,23.60,24.60,1022350.00
CEE,1/31/2018,24.00,24.40,22.00,22.80,1450050.00
CEE,2/28/2018,22.75,22.75,19.00,21.00,695630.00
CEE,3/30/2018,21.50,21.80,18.00,18.50,1429630.00
CEE,4/27/2018,18.50,19.10,16.75,19.10,1498300.00
CEE,5/31/2018,19.20,21.45,17.90,19.05,2963140.00
CEE,6/29/2018,19.00,19.90,17.70,19.25,137180.00
CEE,7/31/2018,18.45,19.15,17.15,17.90,189240.00
CEE,8/31/2018,18.00,20.00,17.40,18.20,675070.00
CEE,9/28/2018,17.35,18.80,16.10,17.00,517820.00
CEE,10/31/2018,16.90,17.00,14.60,15.45,342810.00
CEE,11/30/2018,15.25,17.20,14.80,16.30,310180.00
CEE,12/21/2018,16.50,17.60,15.60,16.50,569710.00
CGV,6/30/2017,11.40,14.70,9.10,9.10,20600.00
CGV,7/31/2017,7.80,7.80,3.40,3.60,131930.00
CGV,8/31/2017,3.60,3.60,3.10,3.30,46854.00
CGV,9/29/2017,3.30,3.50,2.80,2.80,61284.00
CGV,10/31/2017,2.80,3.50,2.10,2.30,98290.00
CGV,11/30/2017,2.40,2.50,1.80,1.90,161110.00
CGV,12/26/2017,1.90,2.10,1.80,2.00,58990.00
