Ticker,Date/Time,Open,High,Low,Close,Volume
AAM,4/26/2013,14.70,15.56,12.86,14.70,46060.00
AAM,5/31/2013,14.70,15.13,13.11,14.09,33060.00
AAM,6/28/2013,14.27,14.27,12.31,13.48,50320.00
AAM,7/31/2013,12.86,15.06,12.56,13.84,56340.00
AAM,8/30/2013,13.84,14.34,12.25,12.69,32770.00
AAM,9/30/2013,12.97,13.70,12.54,12.97,23310.00
AAM,10/31/2013,12.97,12.97,11.32,11.32,90160.00
AAM,11/29/2013,11.32,11.75,10.45,11.32,78890.00
AAM,12/31/2013,11.32,11.39,10.24,10.24,127670.00
AAM,1/27/2014,10.81,11.82,10.31,11.53,56830.00
AAM,2/28/2014,10.96,12.45,10.96,12.15,167530.00
AAM,3/31/2014,11.92,12.53,11.38,12.23,505080.00
AAM,4/25/2014,11.92,12.30,11.15,11.38,80910.00
AAM,5/30/2014,11.30,11.84,9.76,10.99,46580.00
AAM,6/27/2014,10.61,11.92,10.30,11.15,42750.00
AAM,7/31/2014,11.15,11.84,10.76,11.53,71480.00
AAM,8/29/2014,11.15,11.46,10.61,10.99,71570.00
AAM,9/30/2014,11.22,13.07,11.22,11.84,401370.00
AAM,10/31/2014,11.84,12.23,10.92,12.23,149630.00
AAM,11/28/2014,11.46,12.23,11.22,11.46,85410.00
AAM,12/31/2014,11.22,11.84,10.53,11.07,163170.00
AAM,1/30/2015,10.76,11.15,10.46,10.92,105070.00
AAM,2/27/2015,10.92,11.45,10.28,11.11,47480.00
AAM,3/31/2015,11.11,11.20,10.37,10.62,83120.00
AAM,4/27/2015,10.53,10.78,10.12,10.53,84250.00
AAM,5/28/2015,10.53,10.53,9.46,10.04,31190.00
AAM,6/30/2015,10.04,10.70,9.54,10.62,63350.00
AAM,7/31/2015,10.45,11.28,9.21,9.87,77890.00
AAM,8/28/2015,10.20,10.37,8.71,9.12,37100.00
AAM,9/30/2015,9.46,9.95,8.63,8.63,46020.00
AAM,10/30/2015,9.12,9.37,8.38,9.29,167680.00
AAM,11/30/2015,9.04,9.54,8.54,9.12,62070.00
AAM,12/31/2015,9.04,10.12,8.46,9.14,97670.00
AAM,1/29/2016,9.14,9.23,7.82,8.79,48150.00
AAM,2/29/2016,9.14,10.54,8.52,9.58,68110.00
AAM,3/31/2016,9.75,10.54,9.23,9.58,76470.00
AAM,4/29/2016,9.58,9.67,8.79,9.40,38180.00
AAM,5/31/2016,9.40,11.25,8.96,10.46,127870.00
AAM,6/30/2016,10.37,10.46,9.14,9.58,27850.00
AAM,7/29/2016,9.05,10.11,8.44,8.44,73290.00
AAM,8/31/2016,8.61,9.84,8.52,9.40,119600.00
AAM,9/30/2016,9.58,10.11,8.44,9.40,57240.00
AAM,10/31/2016,9.67,10.28,9.05,10.02,26240.00
AAM,11/30/2016,10.37,10.37,8.66,8.96,7400.00
AAM,12/30/2016,9.31,9.58,7.81,8.37,239000.00
AAM,1/25/2017,8.79,9.75,8.79,9.67,92460.00
AAM,2/27/2017,9.67,10.13,9.05,9.67,84730.00
AAM,3/31/2017,9.19,10.04,8.66,9.40,135190.00
AAM,4/27/2017,9.31,9.40,8.64,9.21,158960.00
AAM,5/31/2017,8.84,9.31,8.57,9.15,94100.00
AAM,6/30/2017,9.15,9.86,8.67,9.77,76320.00
AAM,7/31/2017,9.77,10.04,8.87,9.54,33230.00
AAM,8/31/2017,9.49,9.95,8.79,9.49,10310.00
AAM,9/29/2017,8.95,9.49,8.80,9.40,8170.00
AAM,10/31/2017,8.78,9.77,8.75,9.49,36390.00
AAM,11/30/2017,9.72,10.13,9.03,9.63,15800.00
AAM,12/29/2017,9.03,9.77,8.75,9.54,40670.00
AAM,1/31/2018,9.54,9.77,8.77,9.54,28560.00
AAM,2/28/2018,9.21,10.60,8.88,10.33,78350.00
AAM,3/30/2018,10.33,10.62,9.46,10.62,79820.00
AAM,4/27/2018,9.94,10.48,9.51,10.19,20470.00
AAM,5/31/2018,10.23,10.23,9.46,9.94,29590.00
AAM,6/29/2018,9.85,10.62,9.65,10.43,150980.00
AAM,7/31/2018,10.43,10.86,9.75,10.43,129870.00
AAM,8/31/2018,10.62,10.81,9.90,10.77,89790.00
AAM,9/28/2018,10.76,12.94,10.14,12.94,74110.00
AAM,10/31/2018,13.81,14.48,10.62,12.74,259560.00
